token_id,block_timestamp,block_number,transaction_index,liquidity_change,liquidity,transaction_hash
57684,2021-06-23T10:16:14,12689798,86,17964735241378372,17964735241378372,0x65b046621e9042b85615ee7dce5fcd8680a26a1608eededf3af6bd33af47b7dc
57609,2021-06-23T11:29:50,12690123,181,-3813539332914582,0,0xd4580c6b356e4bf44d298866720bbf90c731616559caf7690a361a97a0a77426
56789,2021-06-23T14:32:31,12690924,155,-1133036235926458,0,0xbcc99c74c0164fc30a25fe564c8bd01db84a8c5f312c474966b42cdf68d7b8f0
57892,2021-06-23T14:39:33,12690962,159,4577786499320120,4577786499320120,0x3381be21a760c4cdca47d59e14a04a8333694b02bec9b478c23d928a79000c75
57893,2021-06-23T14:40:05,12690964,183,1316248100673414,1316248100673414,0x29416cb35b7b8b9dba3548345a81a22d6ea7e4dec103cdd8f3fd27c557ddc132
57921,2021-06-23T15:17:58,12691120,53,717846399211852,717846399211852,0x066e1b100998bc81807d433a492f36363a0624f05b9c94ba5e924d389f4ee8c9
57944,2021-06-23T15:44:38,12691248,197,25240617225863682,25240617225863682,0x60e3b48f2a2509eda6d29e877448b8a2b4ecbc5076c251d198372afd5c3a72ab
57256,2021-06-23T18:16:08,12691937,234,-132540589324841706,0,0x0552b24e0b30b9a0815dfe44744d57fd7d0cd0b4ecba23f2cdee59c9047af65f
57211,2021-06-23T18:27:08,12691977,84,126960612551674232,126960612551674232,0xb906a049aac5b1731b056cbd88d2918c74a21bc7f9d1af7841e83a18aa7d0347
57136,2021-06-23T18:27:34,12691978,120,-600571969789790,0,0x4015c2c96eb33c8c51b842493c665be6994b98989afb7cbfdc57d04e4237f1f2
58138,2021-06-23T19:04:14,12692161,20,532506714221711542,532506714221711542,0x83e3cd6929aba4f3577f8636ba5c9249de0e01267386b589cfb15c9864de2312
57339,2021-06-23T19:08:26,12692185,34,-3563150272650762,0,0x21dcb28d16c56484fe292f03e786c1603fe3a9761c0a1cf86a84d516f8ba47f9
58138,2021-06-23T19:10:25,12692189,166,-532506714221711542,0,0x4c93eee1c6a502c5e19351fa50a69c9b52b3a7dc9b25de0b6419999265bf6867
58151,2021-06-23T19:18:55,12692236,36,401584506132826706,401584506132826706,0xe9eca13f2388aca756779454b80ead47a35d9c9f6addcec930626ac4e3d89dd4
58156,2021-06-23T19:27:26,12692271,32,2896263895120644,2896263895120644,0x045bc33fcaa5ff5a2d8b249afaf3c908d17d5a262687a79fca71f17b2a7a033d
58151,2021-06-23T20:10:15,12692452,6,124049046464025130,525633552596851836,0x35623e66359e585f4aeb6caa0022e5fdf1ca4ba464cc3a113c41dbec8801a793
58151,2021-06-23T20:22:43,12692525,204,-525633552596851836,0,0x0b4d0b054707f8102e71f4302bed46a9613fc665d4fb490edde5ac99c81afb88
57211,2021-06-23T20:27:05,12692549,110,-126960612551674232,0,0x41a7ef99cf4d879808493e805a6aef4dcecdf2dd8a72c9092e4bfc05ede9db3b
58209,2021-06-23T20:28:23,12692557,14,519175146677439509,519175146677439509,0xc8e12929cffc008ac5488cb368c0c1d8db77c238734bfded120fc59c669cecf1
58214,2021-06-23T20:32:35,12692581,88,134982731780540688,134982731780540688,0xe49b365c072dbaa49726a7122852baea0fcae5e8b8f2375d01bf542e1262bedf
55546,2021-06-23T20:52:06,12692669,108,-4299796315979357,0,0xcf30f940e4df569e7f7d365c7edbaa7fd5c44df9db1740e65e6ef2dd41ef5fed
56957,2021-06-23T20:54:39,12692677,133,3546144459364548,8700147922207101,0xb21e67fe0fffd0ac4ac311ff14de0ed207bebc126be44e3220efe2071d3a2f4d
57892,2021-06-23T20:57:58,12692698,32,-4577786499320120,0,0xe40e2e6cb413ce80cc3e9c8b7dee1facdb45ec95bdcbc660006804f2bec9fc44
56957,2021-06-23T20:59:43,12692710,149,3138797584197542,11838945506404643,0x31b65f741efeaceeccaffda97b55c82b20c3c42ec32b69455bc9dac92b2d67b6
58209,2021-06-23T21:26:23,12692842,144,-519175146677439509,0,0x21fb702c59227c7c6095a8055d630cbc91cd6743b1e0be211f126179654d0e2e
58151,2021-06-23T21:31:51,12692862,77,531638770560107700,531638770560107700,0xd070920cd9cfd71a54ad8f386aca3475c43136d1fbe79a2964d7101874449f49
58151,2021-06-23T21:44:22,12692920,58,-531638770560107700,0,0x05792170c91fb12edd67b292b39457ee515761232b5fcce96ac56fde718c69bb
58312,2021-06-23T22:07:52,12693025,108,4262358079785926,4262358079785926,0x2e335eb34ac223c5812618e0b51de9431b240d68765563983741988531955582
56853,2021-06-23T22:08:33,12693034,232,719909358518551,1658000393449930,0x2387691cc7257e8f8b0e5aaa78f489bca2aabd492bf929f8b01adaf92730bd89
56853,2021-06-23T22:15:18,12693076,164,27745553911325,1685745947361255,0x897c0e8d1af80f0017e927873ea4f5595af695fb0241a7a36699360d0783551a
57198,2021-06-23T23:32:25,12693401,152,531638770560107700,531638770560107700,0x1e97d435c328339e03125d552c5a8b37226afdc045ba7050ee5304e2215097c1
57198,2021-06-24T00:33:33,12693698,30,-531638770560107700,0,0x58420e43d6abf7c3b50babfc76dadaad485ac9008e7374d0866d9f42b01161a2
57198,2021-06-24T00:41:00,12693721,155,526689898793813202,526689898793813202,0xb427d3a8b410bf7ab29818751df2745048856941e6861043a5a1e07e46299b8e
58453,2021-06-24T00:42:16,12693730,39,92313274831759628,92313274831759628,0xf6b3560e93c38deec5cbd8c97baa1d3de6eb219047f9aae485093592f6d770c5
58214,2021-06-24T00:48:41,12693762,33,-134982731780540688,0,0xbe449a11ab245dbad84acf16dccb4afb62916ea8b96e049de4fec2a76b69b0d9
58214,2021-06-24T01:40:21,12693995,445,128482452916382864,128482452916382864,0xdee424101f1c21de8fa7451299da10ef5e9873e53e81930b481a90b20541e1a0
57198,2021-06-24T01:42:47,12694004,16,-526689898793813202,0,0xa357584bfe6efb7c50f88462168b7dc56e071985ba10f1f64444bd5aea802a28
56950,2021-06-24T01:51:58,12694044,63,-4219112109908045,0,0x901d00c208de59aa01d092b0fa58264941ef7a24b112948f0c7cd695ac506299
58537,2021-06-24T02:05:24,12694094,62,479038911729656863,479038911729656863,0x1d6a5f3ced59a11c0a400f7d629ea2a28ad6b8a780cf00396ecac1d3f7167497
58453,2021-06-24T02:06:24,12694097,188,-92313274831759628,0,0x789f62ffca3c1aff3b979b92c387fdb24c6ffd6ccb5a03e3b4ada861081051ac
58214,2021-06-24T02:18:17,12694152,275,-128482452916382864,0,0x8cafbfe6ca1e665a1f9bd3dd856681bcbb300377e39975dcebaf5106683d047f
58578,2021-06-24T02:36:06,12694248,11,77840639672085478,77840639672085478,0xa080c54f32b996d661778a956bb8220ca5946386085a085dc32d45bbb61041bc
58577,2021-06-24T02:36:06,12694248,9,89487978603387143,89487978603387143,0x142fba3206bc22713de652dfae5bdaede4e683199b1b6f14c49a81b6cc1121c9
58584,2021-06-24T02:37:28,12694257,57,135184485626084914,135184485626084914,0x2271631806c89a992ab80691221a80005207e918945abeed29580f975eff9b82
58599,2021-06-24T02:45:38,12694299,82,4922788792509192,4922788792509192,0x1f9be227eb9fa99a509e14d91d0a5b647cb732502b10256ed510bf66506d1d70
58609,2021-06-24T02:58:52,12694364,56,9282054856158093,9282054856158093,0x51c06ccd60e075634f91f8516d192229565ec56d148a7bc0d2aad7cf28daa640
58639,2021-06-24T03:27:05,12694495,135,13418574225151385,13418574225151385,0x702c7be6bd25b382733f96d87238cc28d0232daa6f5f2de885f8a0d1f5d3217a
58584,2021-06-24T03:42:08,12694540,115,-135184485626084914,0,0x00ffde51b886a74f44e653c4a70a41ebb707492bcd23c657a2b72551fd965baf
58643,2021-06-24T03:46:16,12694551,90,65136851230544536,65136851230544536,0xd1df5560db7034d4b67f0495d299de20c42e6b6a0b4c082ae410ae2eb4b757a2
56853,2021-06-24T03:47:49,12694561,69,-1685745947361255,0,0xe25871337b8a4e79f0adfc3cadc6fa7e2c31c28f5c4017c5a48eb5e7fb413056
58537,2021-06-24T03:55:12,12694596,64,-479038911729656863,0,0x8630764741a9738811cd709ebe0ac804b194de6dd0e22ed34143b2181abebe8a
58657,2021-06-24T03:59:31,12694610,47,74688027573165,74688027573165,0x2aa5e889cbab125554a0944ae25cd859437ee5083f8f3f3b7fa6be9d29285de7
58312,2021-06-24T03:59:31,12694610,55,4325532892932748,8587890972718674,0xb539e85e52753666102f9a779f94ec917d8103aa8afb696d90a1118f995d7a4b
57637,2021-06-24T04:00:21,12694614,85,-7954188819598370,0,0x3bdd145d8ee9e4095cf5271bbed914bf71dd0128f7ce80055a989f76bf4141d4
57186,2021-06-24T04:08:55,12694655,62,394761854673455302,394761854673455302,0x03c2c7ef590e9e2b40551957a5581de0776913ae97d316ef21ebd1aa3a3bc6cd
57186,2021-06-24T04:10:59,12694668,87,131587284891151767,526349139564607069,0x88f481ac07724cc45289c6e66bfbfd05a7bf82b8dec5225188ed7e8d7cb22d18
58677,2021-06-24T04:14:48,12694679,329,7676147560618475,7676147560618475,0x53e0325e912417d64ff9c6e3d82e8323c436250a0a18f7c7354a4f60a90c5e2c
58678,2021-06-24T04:15:02,12694680,46,172609549674891,172609549674891,0xda57b23af9bcd9d8b9be62639d5d1abe7ddc879f6730b663f34f5929e887158c
57186,2021-06-24T04:46:36,12694830,51,-526349139564607069,0,0x7afef71eb4726de149eeb5534c38e78fa9738c9c65ea00e9ee4db9bbf2ed27b2
58724,2021-06-24T04:57:55,12694885,158,156152938245002012,156152938245002012,0x41bf16e8b658838ab1f1a546e3fc024834e5cb2d3fc2230bd0922c460a5c78bf
58678,2021-06-24T05:26:02,12695003,86,-172609549674891,0,0x175622dc359911439e95a69a79372aad0df28235ef9cc8d98c18097bc9a6e59c
51224,2021-06-24T05:30:39,12695015,32,-304197226727335,0,0x163ee4ff22a80a26293dec9fb621665990eb34fcb5eead8ff721e574ef4787f3
57684,2021-06-24T05:31:21,12695021,59,-17964735241378372,0,0xc4b82a7ec6b9380cb135816def46ff5075e6373c6129ca94614f34c78982887a
58753,2021-06-24T05:34:34,12695037,221,7581416672880667,7581416672880667,0x2edc175a221a63eec3fe97eedfaee5831dc3c424a7318dc7cd1358b1659af354
58724,2021-06-24T05:41:31,12695066,149,-156152938245002012,0,0x100410b079e4876857fd3edc5c4330ac3c93b0362cee2195cda7107acf14c8a6
58761,2021-06-24T05:44:10,12695077,67,530735382394312129,530735382394312129,0x6ced74bf1e8ba230e973fd993c87e2ecd5ffea01bae5ce4a314e65b384c00ede
58773,2021-06-24T05:56:04,12695132,98,4643863470970275,4643863470970275,0x415cfcda06211e4375f846af708ab994f32ab9e030f20e24803f5a32e8862461
58773,2021-06-24T06:14:38,12695224,71,-4643863470970275,0,0x5a8d5ce709ea847c58024ba606bec1412259604287f275e5ddcdb50cd693cc33
58639,2021-06-24T06:22:59,12695260,272,5641329571292418,19059903796443803,0xabeb3163ac86bf9cafbbcee8a119b337f748e2392c819ffa506038d68e2912f8
54803,2021-06-24T07:49:42,12695632,75,593314950422097,1068690534165210,0x977ad072a7dc1f6b9d7f73c06e4f71895f6f1bfea6db4f9c542d0a442cd9acc3
58578,2021-06-24T09:54:55,12696164,55,-77840639672085478,0,0xc1bad460ce450a83fb3357eccda6619690eec0f609a9a27f46405af7f667733d
58643,2021-06-24T10:25:34,12696291,53,-65136851230544536,0,0xc3da8710da0e0f27490eb0f56e33f631f2eb46425e5f079ee4336d472c4984dc
47132,2021-06-24T11:42:23,12696638,129,-201274432390348,0,0x8c45c8631d9509aa95358f576ba8ad8a80a36cdeb86429b25a6fa8ebc2065595
58761,2021-06-24T11:45:25,12696653,109,-530735382394312129,0,0x58a9fecbcd0acb9cfc7c959152b3c492db66cfee8060ab37c0cf11e48e198d25
59093,2021-06-24T12:12:07,12696758,103,76850730628852410,76850730628852410,0x3c1cb54c7666fe7f2997a9c15c71445d7aebeefe5fcb8e570758650fb16f49f9
59093,2021-06-24T12:19:56,12696794,46,55911126328190236,132761856957042646,0xcd15d5471898f4701c3f1998b9a06dc0bc582c0cef9dd94db5a48ede015d76e6
59093,2021-06-24T14:44:39,12697426,57,-132761856957042646,0,0xed6a58c852a38739172c29ba69b140b4d4d8c58cd3374c9b046395ef15c90fe9
59298,2021-06-24T15:20:21,12697604,13,51035905487268154,51035905487268154,0x68567615a50e7112adbf33f78397bfb86e5802291c9c3e3b5786945b79e2a2e5
59311,2021-06-24T15:39:18,12697686,34,97157905042909734,97157905042909734,0x39b9f0dc2a0f04ef851e1ca017ec86db7402dfd6b546b6bd8f6d339f1aeca059
59311,2021-06-24T15:40:10,12697692,168,34899565641982398,132057470684892132,0x36d2e3c7722236e1ec1dda5e8a1685a8499fd9e25a3e286b9d4ea123ac54281d
58156,2021-06-24T16:08:43,12697816,163,2760107368199408,5656371263320052,0x4a6b51a2065327c95699cf8321e725eb0d520ce9675fcefd82f2dc5efa59b9da
58156,2021-06-24T16:14:00,12697837,107,5878706586122441,11535077849442493,0xdce13b6c90c291fc6a56b3d360344868c11e289a62fe06e3bef1b299f1ec631a
59415,2021-06-24T17:25:51,12698141,190,528818592698603737,528818592698603737,0x743cf5f1062260ffe56be54956f57762a687d613ebe6d977d31879037c119b7e
59298,2021-06-24T19:18:21,12698666,150,-51035905487268154,0,0xe20d96198f21ada360983b9d034171af3301b4a42e8b73c208dff9216ee96ce7
57400,2021-06-24T19:23:03,12698690,59,-1823547505994789,0,0xf957a51a780bbea4357bf8af3c0077ebd270bd54d2c2ac8d05fae13e1046b62f
59512,2021-06-24T19:30:23,12698720,78,3514177744062843,3514177744062843,0x8c6aeb63279a347a66e61d67e23ce3220a88a290124156bc86394c8bb56809df
59536,2021-06-24T20:12:29,12698908,148,301718853982981,301718853982981,0xe07c9c7915353a6871b9a05062720bdf5063d1dc150e38f63cc58b6114a72e0d
59415,2021-06-24T20:17:59,12698937,144,-528818592698603737,0,0x4b038b0ca62f40b2f03587ae2781b8092c8f927392a715a42c2f94b9282cb9f9
59611,2021-06-24T21:51:10,12699357,70,18763625164733882,18763625164733882,0x541fceaab694bb9134a47f7a2942dff7afcada0a4edcb2f4ece258c2220eef0a
59512,2021-06-25T00:57:39,12700235,124,-3514177744062843,0,0x9aada57a194ef61e79692b3348fa9330d184e69b8f09aa843e3aa3ac6e3db58d
59748,2021-06-25T01:02:57,12700256,66,258997219219710453,258997219219710453,0xb7d3159fec256c0107ec7b7df1a65482f895c597c70980bc0e4922cf45f8564d
59759,2021-06-25T01:16:14,12700301,99,3619252392919125,3619252392919125,0x8ee3e170f27e85969f59160f989f158cac946182de9e33907bbd5051c2c41f41
59794,2021-06-25T01:51:27,12700459,113,45583331649590447,45583331649590447,0x0654f2e4ed447d990982f9b11f6c7cbd1cdae2970f7e9ffd9e088eca564ec246
59748,2021-06-25T02:18:50,12700593,43,-258997219219710453,0,0x912346077fb7c072b381d0ffdc15be50074815afb365997053f261cb62835fd1
59865,2021-06-25T02:59:56,12700775,210,32628667502363439,32628667502363439,0x025c8fbb1823f4a14428d9d436ca041aec030fe34b6576844ca48b339b727e99
59311,2021-06-25T03:01:38,12700779,113,-132057470684892132,0,0xf5f992863a5d7c6bcfab03270bde4778119495004b2d88db999754cb3453fda3
59870,2021-06-25T03:07:28,12700801,80,21708621170998836,21708621170998836,0xe282cc1d18cf28488dd931cb2e86a10aa455f6106a796174d48fff99658c63f2
53242,2021-06-25T04:39:42,12701203,161,52562641810066,512448241289722,0x351ef14901f0e76914ff7299ff332141bcf5894396e6b8e88c580996785e5cf1
56957,2021-06-25T05:20:28,12701390,192,102307334891072,11941252841295715,0xdff7d6fdbcb589049a83209df0325ffcd0ca5cbc3643570ec92e268aa695fb79
56957,2021-06-25T05:33:15,12701441,121,65443444698149,12006696285993864,0x557ce3d1d57b5368119e97a9c918b55be8f210dd2083ff699bacb1533f14164e
60126,2021-06-25T08:11:24,12702153,57,6127440087670521,6127440087670521,0x800e4a672d7733269255afab5299d26fd30db1a4e55c2ec48f92a7c82c942985
59865,2021-06-25T09:50:53,12702551,220,-32628667502363439,0,0xa476bcb8f3133b65abbbecd1c991505290851f95ca794ca939c982c474822152
52732,2021-06-25T10:11:53,12702640,44,-3494311632538157,0,0xf5b995024e9ba4ade36af26b2bf3471fd62cc601f144ac4da379a37760109fe9
59759,2021-06-25T10:22:45,12702685,111,-3619252392919125,0,0x7591a350facf7d4f6b3679a62069b562cc3b8fa389dde1a070f4163c3b26acec
59870,2021-06-25T10:28:14,12702709,65,-21708621170998836,0,0x772a23b4d04683f362656517182f01dd5d6ecc3930fb4a399c174030ffe7556b
60221,2021-06-25T10:34:54,12702743,96,1062503579662804,1062503579662804,0xf424bd14dada412e3c889b7c3869902c1b3af18d589c0fe3153d4fb4c44ab50c
60223,2021-06-25T10:35:18,12702747,166,4437485613308996,4437485613308996,0xa69c23e2c7c3096770b915756bfdd4b5d12876427050d79228acd4adfb9615af
56813,2021-06-25T10:39:29,12702766,152,66814453527897044,66814453527897044,0xee398c84f11c0d4540ef66a106609cc6cc067355416a2ef1ca84838f0c5631b2
56813,2021-06-25T10:51:47,12702826,68,-66814453527897044,0,0x69d4e0758319ea21fd0b6b85139b509f8d9245b3da100bf1ef7c68ee38ba09b8
58584,2021-06-25T10:54:30,12702843,148,131782557324387786,131782557324387786,0x8ab01fcff3241fbc7f553aa7f56d03d8940823a713a0e14b65250669e64a8523
59794,2021-06-25T11:13:28,12702946,171,-45583331649590447,0,0xec206ebebd6c3fee949fd065f0b5aef0fb2ac5680a6ff206e8292a222c6cb78b
55436,2021-06-25T11:44:04,12703079,170,-5506913893165877,0,0x631a55e085678f1084e02a526efa8ffb88cef3017b6ea7458300db188007a8c8
51907,2021-06-25T11:55:35,12703126,110,-1632861768487079,0,0x3988a2867778bb63bed517fdb9df9f8a636ffcde3f356b2b7a86ec320602b1e2
60327,2021-06-25T12:50:53,12703367,59,56989036484971119,56989036484971119,0x2ac2f5bdaa246fc70952b5518c91d1bd020786b75159f637d7dcf6128591c320
55565,2021-06-25T13:01:56,12703414,171,-177589689737735,0,0x7f2e98a4433469b47e5bb9b7763b2c09459cfed5805cd07b3007390a978820e3
60221,2021-06-25T13:17:42,12703483,81,-1062503579662804,0,0xffbaaf9bf50b8cb26fe817dad25b6c9523d2b8685c736eb52332c0af64d124f4
59611,2021-06-25T13:18:34,12703489,138,-18763625164733882,0,0x7930547b91608759e07940490abe60cc350bf510f7e26d5ec1d78dbb2357127e
58577,2021-06-25T13:48:29,12703627,33,-89487978603387143,0,0xeccddfe410d3d7a74e096289ae5040a868f7e71dc5f4d3c532ebdc74cc7c6c3e
57150,2021-06-25T13:51:33,12703640,29,-55099404840214883,0,0xe4096b795fc668fe5a9116fbed699ba2559b9388740456a283e882e835bc888d
57921,2021-06-25T14:18:18,12703748,194,-717846399211852,0,0xd580c348629d1d6d7371b2b5141dd05e5c5769a231b73178dbc7bd7e1e6abddf
58584,2021-06-25T14:41:35,12703843,16,-131782557324387786,0,0x13bc22dd05d2519a927abd444798a19932022c933a1f25ebaa5a9cef20ccc0f9
60394,2021-06-25T14:47:18,12703868,80,45662474764334752,45662474764334752,0x8d3ca370efdb6631a342ceed301e4ab90146866b03e61b88e25dcf2476786c1f
60394,2021-06-25T14:49:15,12703879,141,18166808958148561,63829283722483313,0x65c2c2c165f26e1d4e59057eccb00e46b28e30a96ebc13d7581e092862374ef7
58156,2021-06-25T15:12:09,12703977,83,-11535077849442493,0,0xfffb00d32cf6b2be4f28629fcb2c83082c513cde1750da8b06a5e87fa4303ce3
57439,2021-06-25T15:16:36,12703996,57,-17934477819947550,0,0x3a58ff1a315f7796679197fee3a9e7a184dba93433c222c6613c88c8eaec813f
60506,2021-06-25T17:24:19,12704538,151,2454092101528017,2454092101528017,0xa16849085473bcef3ddd7ee14b0054ec9057dde8940600d8382c8b758df68f33
60538,2021-06-25T17:53:15,12704667,256,11184920110991482,11184920110991482,0x3b29e81573a4ed92732f3ac151fc38655c9cc51a2ebe929205cb4835a9bd64cf
57893,2021-06-25T17:58:33,12704690,80,-1316248100673414,0,0x31e71ec8e2d35854281d217b8218843abb727e3d15333081ac15f47bf9d9ccdd
60506,2021-06-25T18:10:30,12704743,120,-2454092101528017,0,0x248fef5af76d99a77b0f988e049755cfc0345759fce715fb401e716c6f56312b
60561,2021-06-25T18:29:33,12704836,97,1457989742401483,1457989742401483,0x74d749a604b9ef6c6d8e5b0c84288eb0c54d4e71e00864acda3fe707b135b689
60394,2021-06-25T19:27:13,12705075,150,-63829283722483313,0,0xd04bc56fb2bca6e664486ec793d39263f839037eb90e9065574737a064c14b27
60591,2021-06-25T19:30:13,12705089,161,132193474086835279,132193474086835279,0x371dedaad5c34bdf60a1e448df9024888fb1c5ffd5673a92b0994647d6d523a2
60708,2021-06-25T22:04:56,12705775,6,11975463553466006,11975463553466006,0x0c955090ba7ee8259d6efe204166fb1a7511fd59f5cb556aed8d137d960f185b
60787,2021-06-25T23:30:13,12706181,73,5486958871337975,5486958871337975,0xdb83392ce2e3bdc3d7e8f3545ef4f952bfebbee8488dddcc284ba4dac25b0c38
58599,2021-06-25T23:36:50,12706208,64,-4922788792509192,0,0x3d88f0adc7de583f174cec8c7d620d696a892aeb15fdadbf4ee90b915cc9e2f2
60591,2021-06-26T00:15:01,12706373,36,-132193474086835279,0,0x3e11f6671f659cd6dc82a44083258e64bac54edaa3e7071ce8eb72d427a324c8
60591,2021-06-26T00:21:37,12706404,62,133281204749076546,133281204749076546,0x477654f606d47d031c7895143befb64fbc87e713c859968e9eb27beb52be10b1
60591,2021-06-26T00:28:05,12706428,92,-133281204749076546,0,0x09e939869f9c83c0e1fe9b7cd747d20c0ac565cab16d074fa65a0fda7d85a33e
60851,2021-06-26T00:31:48,12706448,131,64336173902630018,64336173902630018,0xb3f59a4b85ef1dc721371ba91b2f1519ee4f56e291d06b0ae68d323ff4374fee
48066,2021-06-26T02:53:25,12707105,52,-961507780034521,0,0x3e92940de1f6134383351133abbd78ee608bff8aa6c3326b9064de5d6a07869e
60851,2021-06-26T03:05:37,12707149,71,-64336173902630018,0,0xde761b5e234cbe305b94daf816e61ebcc6ff4c677a577ae637c91b8232b81edc
61006,2021-06-26T03:33:15,12707267,136,91598241158547871,91598241158547871,0x6b1078794f9a4093d50e262a0eef6cd903ec5f5cf69a517cc50e1bfebf3e8b96
61046,2021-06-26T04:12:51,12707439,121,24503505949162409,24503505949162409,0xe5b6cfa20259bc20156fa1382cc7b5be35952edf6653ecd1f8a3515f1b51db2f
60327,2021-06-26T04:17:01,12707456,137,-56989036484971119,0,0x9cc9ccb0c1c018b88b0b4f6879a045487fea61d3c73e72695e8bd406833c9d66
51901,2021-06-26T04:27:54,12707504,133,-93656940849407901,0,0x885d7b3713a02182e95d3c6e52504eaddd4b253a0e07c824d063358385021830
55639,2021-06-26T05:56:29,12707923,113,-5198538119486921,0,0xed16ba915ccfcac995f82b470c1e609f1a6e104cb7c04afc6bed9544c6283d39
57944,2021-06-26T05:57:16,12707926,37,-25240617225863682,0,0xea625e3b28370a82d6f9c26a16d1ed0f7b06e3fa2915638a436d11566435042e
57500,2021-06-26T06:05:41,12707974,71,-335996165900336,0,0xad5246446f348aa2d0b57a4721526685530a9062faceec6d0497bec7f1627158
49861,2021-06-26T06:54:56,12708184,120,-154118335880984,0,0xf96abcf42ec63f520501a4f66d26b4d7bf5dc5e7a0d2f4d23bf9132a13f72167
56381,2021-06-26T08:15:29,12708537,60,-6361145025714837,0,0xa3ad25397cd9c095ce1ef1c4911355c325c85060f91a31717e5c51c0493845b0
60561,2021-06-26T09:16:56,12708827,89,-1457989742401483,0,0x193a6543bcad54ec00806948ba99cede007229821b06720a02b6de08cc6bbd2d
56957,2021-06-26T09:24:19,12708859,98,157166014542962,12163862300536826,0x3e3b804e1b0c6c0a6a1a79fae6d30e2bb1e6316d1872dfe107a00187032aa85b
61046,2021-06-26T11:55:07,12709534,75,-24503505949162409,0,0x0d102a84e3137004b238d9c04b91e1708ae8f6e925e17a1b2bebbcfbfd82bf98
61522,2021-06-26T11:57:19,12709545,104,60471768786846692,60471768786846692,0x3a5259fe51dcbb3314fd24bbe015e7c0e2228bcc54b7e15f2cad3f2621bfc53c
58312,2021-06-26T13:44:17,12709998,89,-8587890972718674,0,0xb16209c52db2fcaae44018d126e276df3574690481877b55ea0259464bac4a21
57054,2021-06-26T13:45:44,12710004,20,-26203875039861166,0,0x89facab3f2beb5f6b949a18ab33af6fcf3fa2d483735be237f6fe32b271a3dd0
60538,2021-06-26T15:21:18,12710425,49,-11184920110991482,0,0x90133644518ffade6332d352af42884b98cbebd35c8e7def92f4d76e76e30f23
61522,2021-06-26T17:19:05,12710940,181,-60471768786846692,0,0x5428a847f2528fce46ca472d35f196410cabf43b8d502144c37ff1699c141b7c
61813,2021-06-26T17:55:57,12711107,11,114794655702497643,114794655702497643,0xba8f7f8120a4d629b8235c7a9e4a2b22a88f47ebbe5ded99a589a3aeb6fea77a
61813,2021-06-26T18:48:14,12711328,177,-114794655702497643,0,0x5b5f1212476d70c86c08afb0768d914a87ece241a6a1742f370a6ae18d5ff660
61813,2021-06-26T20:16:21,12711703,11,129820589873334926,129820589873334926,0xca4d5a77fc6e6ebda4b11f56fae4eb7684d9b1b8aecc90d9a000b4d89ae17704
61960,2021-06-26T20:52:13,12711871,98,590428226064976,590428226064976,0x7a89f0147c93ecff523c4e31a8849ef712b58f6269aff5181949faf85abfe5d6
57116,2021-06-26T21:18:53,12711985,84,-1225212462204724,0,0x94f3d797fd7547801c3051bf460bd1b9b6a811c14dd14e8f6879c7945d5311c0
38825,2021-06-26T23:52:49,12712708,125,-130665279485231,0,0x2fbfeb491e6924707edd52a190175656643f0104c525a4e183bd5e9fb1f92b0e
61813,2021-06-26T23:58:43,12712727,36,-129820589873334926,0,0xecbdad1d6acceecc95da24cbe25693080652f701eec4d96a8a02976493656271
62087,2021-06-27T00:00:00,12712734,89,61205325596769,61205325596769,0x946ce90d2ea925f22d3b0303106264dccf5315fed45e49579a61149763fd764e
62089,2021-06-27T00:01:47,12712745,104,129194844820509390,129194844820509390,0x9b5d6beb515bfe81f45e40309d1177b7e7b20e0c6426a8ad26c6f03301bf0c37
62089,2021-06-27T00:17:27,12712806,85,-129194844820509390,0,0xddd526751642b659ddb7c8c7c78709fc145090317d58766f1faa57dd0ff77ba8
62131,2021-06-27T00:51:27,12712963,56,48183840427446402,48183840427446402,0xb6df5154b7c480c50bc3aa58664d360929613b179ac25526dbf36e8e89446b45
62166,2021-06-27T01:49:42,12713249,17,131211081237867325,131211081237867325,0xaaf4172757c44443bcc70a8cd17a4ce081946603b6c6f9f5d73fab25e05fbf7b
62166,2021-06-27T02:26:15,12713421,9,-131211081237867325,0,0x1bc21e2c22ba35485eb64d161f90c4f93b59d9d1bf05e4097f91edc0cd727410
62196,2021-06-27T02:29:33,12713432,28,55151034674700984,55151034674700984,0x5d9d7e4b9ff22b15704517b55bf38561b84530150b8ac3a9a0b3344793242e46
62196,2021-06-27T02:33:27,12713444,146,-55151034674700984,0,0x3105d0a31156e2fa81cdc2e1be0a484257e5cb008d96549cf0c5771e4be55a0a
62406,2021-06-27T05:11:50,12714163,48,25966722383870179,25966722383870179,0x5622f8eadb353351e8c765ad5105d19271cacbc0d2db2e8a4ea48cd7588b0bc5
62410,2021-06-27T05:14:37,12714179,113,10114657465504722,10114657465504722,0x7699086015c3f8dabb5760a3f44aaeb5b7e8b3750551fbbcbb05937fa599cc0b
62460,2021-06-27T06:10:36,12714437,249,2433242798753889,2433242798753889,0x609ce11f01f51072bf7bf3e745aa2f511c3562a14f32d9b20db7323cdb3954b1
62470,2021-06-27T06:25:27,12714504,224,161971356648921,161971356648921,0xfb8ac0fb6239a73c702ecdda1a1211431f9481de1fe28a17e7922a2deaef5138
