pair_id,exchange_id,address,token0_address,token1_address,token0_symbol,token1_symbol,dex_type,base_token_symbol,quote_token_symbol,token0_decimals,token1_decimals,exchange_slug,exchange_address,pair_slug,fee
3274055,1,0x6b57acfe7bc02bfeb7d4c716fbf918ece2edb40b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xd1ada84272a2d9a01e7f88c426c47b7d31634a03,WETH,USDC,uniswap_v2,USDC,WETH,18,18,uniswap-v2,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,usdc-eth-8,30
3270234,1,0x2edce003be0034de42bdb17553f5ed6f8d0c7188,0x0ef495beb82ef421233e49a15bbdd95710bfa472,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,USDT,WETH,uniswap_v2,USDT,WETH,9,18,uniswap-v2,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,usdt-eth-11,30
3267685,1,0x87f5ed63a981bf055f3ec2ac4ff858027df03870,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xf8ae8df23966a7f7b3b3914e4def2e75118a2333,WETH,USDT,uniswap_v2,USDT,WETH,18,9,uniswap-v2,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,usdt-eth-9,30
3267748,1,0xff11e62c3a4ee139fd98fc0dbda73254111bcd8e,0x42c86e5ea6163d006ecd39cb59ec902728f178a0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,USDT,WETH,uniswap_v2,USDT,WETH,9,18,uniswap-v2,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,usdt-eth-10,30
3267926,1,0xdc08aa9635e7646b696d2609294c5ee7fff10324,0x01a47e41f03899dc797d2bb8f390a06ea8702ec0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,USDC,WETH,uniswap_v2,USDC,WETH,8,18,uniswap-v2,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,usdc-eth-4,30
3268072,1,0xa54cada4f5f0224b370efc38f25859137c4bdf83,0xa9372668db1b438295fdacc0225df6532de824af,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,LINK,WETH,uniswap_v2,LINK,WETH,9,18,uniswap-v2,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,link-eth-4,30
3266228,1,0x6c903c891eb4f9053fb8fc92896bc0990163943a,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xd52c8d886d885fba33db8818ce532a39247d84bd,WETH,USDT,uniswap_v2,USDT,WETH,18,9,uniswap-v2,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,usdt-eth-8,30
3276260,1,0x3e97154ac02bc34cc705d6547701bfadd89e9d4d,0x5b2323da2fb9614aebd03daef91c314c4dc8f9df,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,USDT,WETH,uniswap_v2,USDT,WETH,18,18,uniswap-v2,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,usdt-eth-12,30
3277534,1,0x3966d1f0585077f00d7c42f1bf3e88302d59f89a,0x218ef73dc6bcbdac35c295f968f2f8f9940a272f,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,DAI,WETH,uniswap_v2,DAI,WETH,9,18,uniswap-v2,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,dai-eth-7,30
3278686,1,0x73cb61aba2563e41114b8212c4df00f6524ddcf8,0x02b0e2d35111c2a24143074ac54f824e90b52d69,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,USDC,WETH,uniswap_v2,USDC,WETH,8,18,uniswap-v2,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,usdc-eth-5,30
3285693,1,0xa8229714a8e6f38880622a48c69f27e4eb21d5b4,0x26fc2eaca4b82fb245fa1f68117aab16db29c118,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,USDT,WETH,uniswap_v2,USDT,WETH,9,18,uniswap-v2,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,usdt-eth-13,30
3335755,1,0x6f2903ad47c12bdde1e33b7742396032539466b0,0xafa8b408e6dec67685dc96b36cc60da76f7fac08,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,USDT,WETH,uniswap_v2,USDT,WETH,18,18,uniswap-v2,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,usdt-eth-14,30
3338442,3681,0xbfcd76645ec49b034db04be1f59abdb6d9ff2d8a,0xb945e3f853b5f8033c8513cf3ce9f8ad9bebb1c9,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,WETH,uniswap_v3,WETH,WETH,18,18,uniswap-v3,0x1f98431c8ad98523631ae4a59f267346ea31f984,eth-eth-fee-100,100
3338735,1,0x47559f81cc3ceaa9413ea5fe06461a5bd48aa76e,0x5ce99d74c7c3d302ef1dd5526573ea18e0e5b199,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,USDC,WETH,uniswap_v2,USDC,WETH,9,18,uniswap-v2,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,usdc-eth,30
3347958,1,0x26ef8ea82c7303947588904414b586e84aeb98cc,0x3fa3e65695f54d96a88e06904e0a8c4b7ac65609,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WBTC,WETH,uniswap_v2,WBTC,WETH,18,18,uniswap-v2,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,wbtc-eth-6,30
3356669,3681,0x2858840e4f5e7d004f945da9e0847514563ed802,0x476908d9f75687684ce3dbf6990e722129cdbcc6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WBTC,WETH,uniswap_v3,WBTC,WETH,8,18,uniswap-v3,0x1f98431c8ad98523631ae4a59f267346ea31f984,wbtc-eth-fee-100,100
3366697,1,0x94362729ad21f37f5a4a61b0838f1ef3d4b8e7bc,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xd063f25f045cb94db1bb4d522dd0ab248f1310a2,WETH,LINK,uniswap_v2,LINK,WETH,18,9,uniswap-v2,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,link-eth-2,30
3369181,3681,0xf2ff6bce63498e9e85fa0b30e7cdd900b5bbfd74,0x41f7b8b9b897276b7aae926a9016935280b44e97,0x6b175474e89094c44da98b954eedeac495271d0f,USDC,DAI,uniswap_v3,USDC,DAI,6,18,uniswap-v3,0x1f98431c8ad98523631ae4a59f267346ea31f984,usdc-dai-fee-100,100
3372110,1,0x3dac98a48d6e4d4040c81a80c372c6203db7b37d,0x41b8cf33072456abc4a2baafa6c531e9bf2a4de2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,USDC,WETH,uniswap_v2,USDC,WETH,9,18,uniswap-v2,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,usdc-eth-6,30
3435840,1,0x618f02088f5aa8f8662190fd1174e98e007ae087,0x7d72c6ffc92af8f4df2f6a35080e8e7f49c30341,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,DAI,WETH,uniswap_v2,DAI,WETH,9,18,uniswap-v2,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,dai-eth-8,30
3598438,1,0x00956b9fc9604244e1c078c19be093a1ed80055d,0x8e8874743d1360883cf0c2920a5044398d7c7d1e,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,DAI,WETH,uniswap_v2,DAI,WETH,8,18,uniswap-v2,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,dai-eth-2,30
3658555,1,0x71c20ffa88d1b56a35cb89bf45a5fce1a261875e,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xd498107d4e7a2b57c81af5642147f5ee4cdeed60,WETH,DAI,uniswap_v2,DAI,WETH,18,18,uniswap-v2,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,dai-eth,30
3664115,1,0x26aa4c32d4ae33125099935a08231f8e94c6b093,0x390282a6cc407e3396f38b7667cc22aaff0f2bbf,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,USDT,WETH,uniswap_v2,USDT,WETH,9,18,uniswap-v2,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,usdt-eth,30
3669881,1,0xcba131ebe81f5514da77d81e028cadb7211f766a,0xad73cbee67cb402488072d2444d58441b607ec8f,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,USDT,WETH,uniswap_v2,USDT,WETH,9,18,uniswap-v2,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,usdt-eth-2,30
